id,Dex Number,Region,Name,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Total,Weight (lb.),Height (m)
962,665,Kalos,Spewpa,bug,,Shed Skin,,Friend Guard,45,22,60,27,30,29,213,18.5,0.3
963,666,Kalos,Vivillon-Archipelago,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
964,666,Kalos,Vivillon-Continental,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
965,666,Kalos,Vivillon-Elegant,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
966,666,Kalos,Vivillon-Garden,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
967,666,Kalos,Vivillon-High Plains,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
968,666,Kalos,Vivillon-Icy Snow,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
969,666,Kalos,Vivillon-Jungle,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
970,666,Kalos,Vivillon-Marine,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
971,666,Kalos,Vivillon-Meadow,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
972,666,Kalos,Vivillon-Modern,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
973,666,Kalos,Vivillon-Monsoon,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
974,666,Kalos,Vivillon-Ocean,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
975,666,Kalos,Vivillon-Polar,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
976,666,Kalos,Vivillon-River,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
977,666,Kalos,Vivillon-Sandstorm,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
978,666,Kalos,Vivillon-Savanna,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
979,666,Kalos,Vivillon-Sun,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
980,666,Kalos,Vivillon-Tundra,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
981,666,Kalos,Vivillon-Pokeball,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
982,666,Kalos,Vivillon-Fancy,bug,flying,Shield Dust,Compound Eyes,Friend Guard,80,52,50,90,50,89,411,37.5,1.2
983,667,Kalos,Litleo,fire,normal,Rivalry,Unnerve,Moxie,62,50,58,73,54,72,369,29.8,0.6
984,668,Kalos,Pyroar-M,fire,normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,179.7,1.5
985,668,Kalos,Pyroar-F,fire,normal,Rivalry,Unnerve,Moxie,86,68,72,109,66,106,507,179.7,1.5
986,669,Kalos,Flabébé-Red,fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2,0.1
987,669,Kalos,Flabébé-Yellow,fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2,0.1
988,669,Kalos,Flabébé-Orange,fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2,0.1
989,669,Kalos,Flabébé-Blue,fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2,0.1
990,669,Kalos,Flabébé-White,fairy,,Flower Veil,,Symbiosis,44,38,39,61,79,42,303,0.2,0.1
991,670,Kalos,Floette-Red,fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2,0.2
992,670,Kalos,Floette-Yellow,fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2,0.2
993,670,Kalos,Floette-Orange,fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2,0.2
994,670,Kalos,Floette-Blue,fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2,0.2
995,670,Kalos,Floette-White,fairy,,Flower Veil,,Symbiosis,54,45,47,75,98,52,371,2,0.2
996,670,Kalos,Floette-Eternal Flower,fairy,,Flower Veil,,Symbiosis,74,65,67,125,128,92,551,2,0.2
997,671,Kalos,Florges-Red,fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22,1.1
998,671,Kalos,Florges-Yellow,fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22,1.1
999,671,Kalos,Florges-Orange,fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22,1.1
1000,671,Kalos,Florges-Blue,fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22,1.1
1001,671,Kalos,Florges-White,fairy,,Flower Veil,,Symbiosis,78,65,68,112,154,75,552,22,1.1
1002,672,Kalos,Skiddo,grass,,Sap Sipper,,Grass Pelt,66,65,48,62,57,52,350,68.3,0.9
1003,673,Kalos,Gogoat,grass,,Sap Sipper,,Grass Pelt,123,100,62,97,81,68,531,200.6,1.7
1004,674,Kalos,Pancham,fighting,,Iron Fist,Mold Breaker,Scrappy,67,82,62,46,48,43,348,17.6,0.6
1005,675,Kalos,Pangoro,fighting,dark,Iron Fist,Mold Breaker,Scrappy,95,124,78,69,71,58,495,299.8,2.1
1006,676,Kalos,Furfrou,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1007,676,Kalos,Furfrou-Heart Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1008,676,Kalos,Furfrou-Star Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1009,676,Kalos,Furfrou-Diamond Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1010,676,Kalos,Furfrou-Debutante Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1011,676,Kalos,Furfrou-Matron Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1012,676,Kalos,Furfrou-Dandy Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1013,676,Kalos,Furfrou-La Reine Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1014,676,Kalos,Furfrou-Kabuki Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1015,676,Kalos,Furfrou-Pharaoh Trim,normal,,Fur Coat,,,75,80,60,65,90,102,472,61.7,1.2
1016,677,Kalos,Espurr,psychic,,Keen Eye,Infiltrator,Own Tempo,62,48,54,63,60,68,355,7.7,0.3
1017,678,Kalos,Meowstic-Male,psychic,,Keen Eye,Infiltrator,Prankster,74,48,76,83,81,104,466,18.7,0.6
1018,678,Kalos,Meowstic-Female,psychic,,Keen Eye,Infiltrator,Competetive,74,48,76,83,81,104,466,18.7,0.6
1019,679,Kalos,Honedge,steel,ghost,No Guard,,,45,80,100,35,37,28,325,4.4,0.8
1020,680,Kalos,Doublade,steel,ghost,No Guard,,,59,110,150,45,49,35,448,9.9,0.8
1021,681,Kalos,Aegislash-Blade,steel,ghost,Stance Change,,,60,150,50,150,50,60,520,116.8,1.7
1022,681,Kalos,Aegislash-Shield,steel,ghost,Stance Change,,,60,50,150,50,150,60,520,116.8,1.7
1023,682,Kalos,Spritzee,fairy,,Healer,,Aroma Veil,78,52,60,63,65,23,341,1.1,0.2
1024,683,Kalos,Aromatisse,fairy,,Healer,,Aroma Veil,101,72,72,99,89,29,462,34.2,0.8
1025,684,Kalos,Swirlix,fairy,,Sweet Veil,,Unburden,62,48,66,59,57,49,341,7.7,0.4
1026,685,Kalos,Slurpuff,fairy,,Sweet Veil,,Unburden,82,80,86,85,75,72,480,11,0.8
1027,686,Kalos,Inkay,dark,psychic,Contrary,Suction Cups,Infiltrator,53,54,53,37,46,45,288,7.7,0.4
1028,687,Kalos,Malamar,dark,psychic,Contrary,Suction Cups,Infiltrator,86,92,88,68,75,73,482,103.6,1.5
1029,688,Kalos,Binacle,rock,water,Tough Claws,Sniper,Pickpocket,42,52,67,39,56,50,306,68.3,0.5
1030,689,Kalos,Barbaracle,rock,water,Tough Claws,Sniper,Pickpocket,72,105,115,54,86,68,500,211.6,1.3
1031,690,Kalos,Skrelp,poison,water,Poison Point,Poison Touch,Adaptability,50,60,60,60,60,30,320,16.1,0.5
1032,691,Kalos,Dragalge,poison,dragon,Poison Point,Poison Touch,Adaptability,65,75,90,97,123,44,494,179.7,1.8
1033,692,Kalos,Clauncher,water,,Mega Launcher,,,50,53,62,58,63,44,330,18.3,0.5
1034,693,Kalos,Clawitzer,water,,Mega Launcher,,,71,73,88,120,89,59,500,77.8,1.3
1035,694,Kalos,Helioptile,electric,normal,Dry Skin,Sand Veil,Solar Power,44,38,33,61,43,70,289,13.2,0.5
1036,695,Kalos,Heliolisk,electric,normal,Dry Skin,Sand Veil,Solar Power,62,55,52,109,94,109,481,46.3,1
1037,696,Kalos,Tyrunt,rock,dragon,Strong Jaw,,Sturdy,58,89,77,45,45,48,362,57.3,0.8
1038,697,Kalos,Tyrantrum,rock,dragon,Strong Jaw,,Rock Head,82,121,119,69,59,71,521,595.2,2.5
1039,698,Kalos,Amaura,rock,ice,Refrigerate,,Snow Warning,77,59,50,67,63,46,362,55.6,1.3
1040,699,Kalos,Aurorus,rock,ice,Refrigerate,,Snow Warning,123,77,72,99,92,58,521,496,2.7
1041,700,Kalos,Sylveon,fairy,,Cute Charm,,Pixilate,95,65,65,110,130,60,525,51.8,1
1042,701,Kalos,Hawlucha,fighting,flying,Limber,Unburden,Mold Breaker,78,92,75,74,63,118,500,47.4,0.8
1043,702,Kalos,Dedenne,electric,fairy,Cheek Pouch,Pickup,Plus,67,58,57,81,67,101,431,4.9,0.2
1044,703,Kalos,Carbink,rock,fairy,Clear Body,,Sturdy,50,50,150,50,150,50,500,12.6,0.3
1045,704,Kalos,Goomy,dragon,,Sap Sipper,Hydration,Gooey,45,50,35,55,75,40,300,6.2,0.3
1046,705,Kalos,Sliggoo,dragon,,Sap Sipper,Hydration,Gooey,68,75,53,83,113,60,452,38.6,0.8
1047,705,Hisui,Hisuian Sliggoo,steel,dragon,Sap Sipper,Shell Armor,Gooey,58,75,83,83,113,40,452,151,0.7
1048,706,Kalos,Goodra,dragon,,Sap Sipper,Hydration,Gooey,90,100,70,110,150,80,600,331.8,2
1049,706,Hisui,Hisuian Goodra,steel,dragon,Sap Sipper,Shell Armor,Gooey,80,100,100,110,150,60,600,736.6,1.7
1050,707,Kalos,Klefki,steel,fairy,Prankster,,Magician,57,80,91,80,87,75,470,6.6,0.2
1051,708,Kalos,Phantump,ghost,grass,Natural Cure,Frisk,Harvest,43,70,48,50,60,38,309,15.4,0.4
1052,709,Kalos,Trevenant,ghost,grass,Natural Cure,Frisk,Harvest,85,110,76,65,82,56,474,156.5,1.5
1053,710,Kalos,Average Pumpkaboo,ghost,grass,Pickup,Frisk,Insomnia,49,66,70,44,55,51,335,11,0.4
1054,710,Kalos,Small Pumpkaboo,ghost,grass,Pickup,Frisk,Insomnia,44,66,70,44,55,56,335,7.7,0.3
1055,710,Kalos,Large Pumpkaboo,ghost,grass,Pickup,Frisk,Insomnia,54,66,70,44,55,46,335,16.5,0.5
1056,710,Kalos,Super Pumpkaboo,ghost,grass,Pickup,Frisk,Insomnia,59,66,70,44,55,41,335,33.1,0.8
1057,711,Kalos,Average Gourgeist,ghost,grass,Pickup,Frisk,Insomnia,65,90,122,58,75,84,494,27.6,0.9
1058,711,Kalos,Small Gourgeist,ghost,grass,Pickup,Frisk,Insomnia,55,85,122,58,75,99,494,20.9,0.7
1059,711,Kalos,Large Gourgeist,ghost,grass,Pickup,Frisk,Insomnia,75,95,122,58,75,69,494,30.9,1.1
1060,711,Kalos,Super Gourgeist,ghost,grass,Pickup,Frisk,Insomnia,85,100,122,58,75,54,494,86,1.7
1061,712,Kalos,Bergmite,ice,,Own Tempo,Ice Body,Sturdy,55,69,85,32,35,28,304,219.4,1
1062,713,Kalos,Avalugg,ice,,Own Tempo,Ice Body,Sturdy,95,117,184,44,46,28,514,1113.3,2
1063,713,Hisui,Hisuian Avalugg,ice,rock,Strong Jaw,Ice Body,Sturdy,95,127,184,34,36,38,514,578.5,1.4
1064,714,Kalos,Noibat,flying,dragon,Frisk,Infiltrator,Telepathy,40,30,35,45,40,55,245,17.6,0.5
1065,715,Kalos,Noivern,flying,dragon,Frisk,Infiltrator,Telepathy,85,70,80,97,80,123,535,187.4,1.5
1066,716,Kalos,Xerneas-Neutral,fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474,3
1067,716,Kalos,Xerneas-Active,fairy,,Fairy Aura,,,126,131,95,131,98,99,680,474,3
1068,717,Kalos,Yveltal,dark,flying,Dark Aura,,,126,131,95,131,98,99,680,447.5,5.8
1069,718,Kalos,Zygarde-50%,dragon,ground,Aura Break,Power Construct,,108,100,121,81,95,95,600,672.4,5
1070,718,Alola,Zygarde-10%,dragon,ground,Aura Break,Power Construct,,54,100,71,61,85,115,486,73.9,1.2
1071,718,Alola,Zygarde Complete,dragon,ground,Power Construct,,,216,100,121,91,95,85,708,1344.8,4.5
1072,719,Kalos,Diancie,rock,fairy,Clear Body,,,50,100,150,100,150,50,600,19.4,0.7
1073,719,Kalos,Mega Diancie,rock,fairy,Magic Bounce,,,50,160,110,160,110,110,700,61.3,1.1
1074,720,Kalos,Hoopa Confined,psychic,ghost,Magician,,,80,110,60,150,130,70,600,19.8,0.5
1075,720,Kalos,Hoopa Unbound,psychic,dark,Magician,,,80,160,60,170,130,80,680,1080.3,6.5
1076,721,Kalos,Volcanion,fire,water,Water Absorb,,,80,110,120,130,90,70,600,429.9,1.7
1077,722,Alola,Rowlet,grass,flying,Overgrow,,Long Reach,68,55,55,50,50,42,320,3.3,0.3
1078,723,Alola,Dartrix,grass,flying,Overgrow,,Long Reach,78,75,75,70,70,52,420,35.5,0.7
1079,724,Alola,Decidueye,grass,ghost,Overgrow,,Long Reach,78,107,75,100,100,70,530,80.7,1.6
1080,724,Hisui,Hisuian Decidueye,grass,fighting,Overgrow,,Scrappy,88,112,80,95,95,60,530,81.6,1.6
1081,725,Alola,Litten,fire,,Blaze,,Intimidate,45,65,40,60,40,70,320,9.5,0.4
1082,726,Alola,Torracat,fire,,Blaze,,Intimidate,65,85,50,80,50,90,420,55.1,0.7
1083,727,Alola,Incineroar,fire,dark,Blaze,,Intimidate,95,115,90,80,90,60,530,183,1.8
1084,728,Alola,Popplio,water,,Torrent,,Liquid Voice,50,54,54,66,56,40,320,16.5,0.4
1085,729,Alola,Brionne,water,,Torrent,,Liquid Voice,60,69,69,91,81,50,420,38.6,0.6
1086,730,Alola,Primarina,water,fairy,Torrent,,Liquid Voice,80,74,74,126,116,60,530,97,1.8
1087,731,Alola,Pikipek,normal,flying,Keen Eye,Skill Link,Pickup,35,75,30,30,30,65,265,2.6,0.3
1088,732,Alola,Trumbeak,normal,flying,Keen Eye,Skill Link,Pickup,55,85,50,40,50,75,355,32.6,0.6
1089,733,Alola,Toucannon,normal,flying,Keen Eye,Skill Link,Sheer Force,80,120,75,75,75,60,485,57.3,1.1
1090,734,Alola,Yungoos,normal,,Stakeout,Strong Jaw,Adaptability,48,70,30,30,30,45,253,13.2,0.4
1091,735,Alola,Gumshoos,normal,,Stakeout,Strong Jaw,Adaptability,88,110,60,55,60,45,418,31.3,0.7
1092,736,Alola,Grubbin,bug,,Swarm,Swarm,Swarm,47,62,45,55,45,46,300,9.7,0.4
1093,737,Alola,Charjabug,bug,electric,Battery,Battery,Battery,57,82,95,55,75,36,400,23.1,0.5
1094,738,Alola,Vikavolt,bug,electric,Levitate,Levitate,Levitate,77,70,90,145,75,43,500,99.2,1.5
1095,739,Alola,Crabrawler,fighting,,Hyper Cutter,Iron Fist,Anger Point,47,82,57,42,47,63,338,15.4,0.6
1096,740,Alola,Crabominable,fighting,ice,Hyper Cutter,Iron Fist,Anger Point,97,132,77,62,67,43,478,396.8,1.7
1097,741,Alola,Oricorio-Baile,fire,flying,Dancer,,,75,70,70,98,70,93,476,7.5,0.6
1098,741,Alola,Oricorio-Pom Pom,electric,flying,Dancer,,,75,70,70,98,70,93,476,7.5,0.6
1099,741,Alola,Oricorio-Pa'u,psychic,flying,Dancer,,,75,70,70,98,70,93,476,7.5,0.6
1100,741,Alola,Oricorio-Sensu,ghost,flying,Dancer,,,75,70,70,98,70,93,476,7.5,0.6
1101,742,Alola,Cutiefly,bug,fairy,Honey Gather,Shield Dust,Sweet Veil,40,45,40,55,40,84,304,0.4,0.1
1102,743,Alola,Ribombee,bug,fairy,Honey Gather,Shield Dust,Sweet Veil,60,55,60,95,70,124,464,4.4,0.4
1103,744,Alola,Rockruff,rock,,Keen Eye,Vital spirit,Steadfast,45,65,40,30,40,60,280,20.3,0.5
1104,745,Alola,Lycanroc-Midday,rock,,Keen Eye,Sand Rush,Steadfast,75,115,65,55,65,112,487,55.1,0.8
1105,745,Alola,Lycanroc-Midnight,rock,,Keen Eye,Vital spirit,No Guard,85,115,75,55,75,82,487,55.1,1.1
1106,745,Alola,Lycanroc-Dusk,rock,,Tough Claws,,,75,117,65,55,65,110,487,55.1,0.8
1107,746,Alola,Wishiwashi-Solo,water,,Schooling,,,45,20,20,25,25,40,175,0.7,0.2
1108,746,Alola,Wishiwashi-Schooling,water,,Schooling,,,45,140,130,140,135,30,620,173.3,8.2
1109,747,Alola,Mareanie,water,poison,Merciless,Limber,Regenerator,50,53,62,43,52,45,305,17.6,0.4
1110,748,Alola,Toxapex,water,poison,Merciless,Limber,Regenerator,50,63,152,53,142,35,495,32,0.7
1111,749,Alola,Mudbray,ground,,Own Tempo,Stamina,Inner Focus,70,100,70,45,55,45,385,242.5,1
1112,750,Alola,Mudsdale,ground,,Own Tempo,Stamina,Inner Focus,100,125,100,55,85,35,500,2028.3,2.5
1113,751,Alola,Dewpider,water,bug,Water Bubble,,Water Absorb,38,40,52,40,72,27,269,8.8,0.3
1114,752,Alola,Araquanid,water,bug,Water Bubble,,Water Absorb,68,70,92,50,132,42,454,180.8,1.8
1115,753,Alola,Fomantis,grass,,Leaf Guard,Leaf Guard,Contrary,40,55,35,50,35,35,250,3.3,0.3
1116,754,Alola,Lurantis,grass,,Leaf Guard,Leaf Guard,Contrary,70,105,90,80,90,45,480,40.8,0.9
1117,755,Alola,Morelull,grass,fairy,Illuminate,Effect Spore,Rain Dish,40,35,55,65,75,15,285,3.3,0.2
1118,756,Alola,Shiinotic,grass,fairy,Illuminate,Effect Spore,Rain Dish,60,45,80,90,100,30,405,25.4,1
1119,757,Alola,Salandit,fire,poison,Corrosion,,Oblivious,48,44,40,71,40,77,320,10.6,0.6
1120,758,Alola,Salazzle,fire,poison,Corrosion,,Oblivious,68,64,60,111,60,117,480,48.9,1.2
1121,759,Alola,Stufful,normal,fighting,Fluffy,Klutz,Cute Charm,70,75,50,45,50,50,340,15,0.5
1122,760,Alola,Bewear,normal,fighting,Fluffy,Klutz,Unnerve,120,125,80,55,60,60,500,297.6,2.1
1123,761,Alola,Bounsweet,grass,,Leaf Guard,Oblivious,Sweet Veil,42,30,38,30,38,32,210,7.1,0.3
1124,762,Alola,Steenee,grass,,Leaf Guard,Oblivious,Sweet Veil,52,40,48,40,48,62,290,18.1,0.7
1125,763,Alola,Tsareena,grass,,Leaf Guard,Queenly Majesty,Sweet Veil,72,120,98,50,98,72,510,47.2,1.2
1126,764,Alola,Comfey,fairy,,Flower Veil,Triage,Natural Cure,51,52,90,82,110,100,485,0.7,0.1
1127,765,Alola,Oranguru,normal,psychic,Inner Focus,Telepahty,Symbiosis,90,60,80,90,110,60,490,167.6,1.5
1128,766,Alola,Passimian,fighting,,Receiver,,Defiant,100,120,90,40,60,80,490,182.5,2
1129,767,Alola,Wimpod,bug,water,Wimp Out,,,25,35,40,20,30,80,230,26.5,0.5
1130,768,Alola,Golisopod,bug,water,Emergency Exit,,,75,125,140,60,90,40,530,238.1,2
1131,769,Alola,Sandygast,ground,ghost,Water Compaction,,Sand Veil,55,55,80,70,45,15,320,154.3,0.5
1132,770,Alola,Palossand,ground,ghost,Water Compaction,,Sand Veil,85,75,110,100,75,35,480,551.2,1.3
1133,771,Alola,Pyukumuku,water,,Innards Out,,Unaware,55,60,130,30,130,5,410,2.6,0.3
1134,772,Alola,Type: Null,normal,,Battle Armor,,,95,95,95,95,95,59,534,265.7,1.9
1135,773,Alola,Silvally,normal,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1136,773,Alola,Silvally-Fire,fire,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1137,773,Alola,Silvally-Water,water,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1138,773,Alola,Silvally-Electric,electric,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1139,773,Alola,Silvally-Grass,grass,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1140,773,Alola,Silvally-Flying,flying,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1141,773,Alola,Silvally-Poison,poison,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1142,773,Alola,Silvally-Fighting,fighting,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1143,773,Alola,Silvally-Psychic,psychic,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1144,773,Alola,Silvally-Steel,steel,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1145,773,Alola,Silvally-Rock,rock,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1146,773,Alola,Silvally-Ground,ground,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1147,773,Alola,Silvally-Bug,bug,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1148,773,Alola,Silvally-Ghost,ghost,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1149,773,Alola,Silvally-Ice,ice,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1150,773,Alola,Silvally-Dragon,dragon,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1151,773,Alola,Silvally-Fairy,fairy,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1152,773,Alola,Silvally-Dark,dark,,RKS System,,,95,95,95,95,95,95,570,221.6,2.3
1153,774,Alola,Minior,rock,flying,Shields Down,,,60,60,100,60,100,60,440,88.2,0.3
1154,774,Alola,Minior-Core,rock,flying,Shields Down,,,60,100,60,100,60,120,500,0.7,0.3
1155,775,Alola,Komala,normal,,Comatose,,,65,115,65,75,95,65,480,43.9,0.4
1156,776,Alola,Turtonator,fire,dragon,Shell Armor,,,60,78,135,91,85,36,485,467.4,2
1157,777,Alola,Togedemaru,steel,electric,Iron Barbs,Lightning Rod,Sturdy,65,98,63,40,73,96,435,7.3,0.3
1158,778,Alola,Mimikyu,ghost,fairy,Disguise,,,55,90,80,50,105,96,476,1.5,0.2
1159,779,Alola,Bruxish,water,psychic,Dazzling,Strong Jaw,Wonder Skin,68,105,70,70,70,92,475,41.9,0.9
1160,780,Alola,Drampa,normal,dragon,Berserk,Sap Sipper,Cloud Nine,78,60,85,135,91,36,485,407.9,3
1161,781,Alola,Dhelmise,ghost,grass,Steelworker,,,70,131,100,86,90,40,517,463,3.9
1162,782,Alola,Jangmo-o,dragon,,Bulletproof,Soundproof,Overcoat,45,55,65,45,45,45,300,65.5,0.6
1163,783,Alola,Hakamo-o,dragon,fighting,Bulletproof,Soundproof,Overcoat,55,75,90,65,70,65,420,103.6,1.2
1164,784,Alola,Kommo-o,dragon,fighting,Bulletproof,Soundproof,Overcoat,75,110,125,100,105,85,600,172.4,1.6
1165,785,Alola,Tapu Koko,electric,fairy,Electric Surge,,Telepathy,70,115,85,95,75,130,570,45.2,1.8
1166,786,Alola,Tapu Lele,psychic,fairy,Psychic Surge,,Telepathy,70,85,75,130,115,95,570,41,1.2
1167,787,Alola,Tapu Bulu,water,fairy,Grassy Surge,,Telepathy,70,130,115,85,95,75,570,100.3,1.9
1168,788,Alola,Tapu Fini,grass,fairy,Misty Surge,,Telepathy,70,75,115,95,130,85,570,46.7,1.3
1169,789,Alola,Cosmog,psychic,,Unaware,,,43,29,31,29,31,37,200,0.2,0.2
1170,790,Alola,Cosmoem,psychic,,Sturdy,,,43,29,131,29,131,37,400,2204.4,0.1
1171,791,Alola,Solgaleo,psychic,steel,Full Metal Body,,,137,137,107,113,89,97,680,507.1,3.4
1172,792,Alola,Lunala,psychic,ghost,Shadow Shield,,,137,113,89,137,107,97,680,264.6,4
1173,793,Alola,Nihilego,rock,poison,Beast Boost,,,109,53,47,127,131,103,570,122.4,1.2
1174,794,Alola,Buzzwole,bug,fighting,Beast Boost,,,107,139,139,53,53,79,570,735.5,2.4
1175,795,Alola,Pheromosa,bug,fighting,Beast Boost,,,71,137,37,137,37,151,570,55.1,1.8
1176,796,Alola,Xurkitree,electric,,Beast Boost,,,83,89,71,173,71,83,570,220.5,3.8
1177,797,Alola,Celesteela,steel,flying,Beast Boost,,,97,101,103,107,101,61,570,2204.4,9.2
1178,798,Alola,Kartana,steel,grass,Beast Boost,,,59,181,131,59,31,109,570,0.2,0.3
1179,799,Alola,Guzzlord,dark,dragon,Beast Boost,,,223,101,53,97,53,43,570,1957.7,5.5
1180,800,Alola,Necrozma,psychic,,Prism Armor,,,97,107,101,127,89,79,600,507.1,2.4
1181,800,Alola,Dusk Mane Necrozma,psychic,steel,Prism Armor,,,97,157,127,113,109,77,680,1014.1,3.8
1182,800,Alola,Dawn Wings Necrozma,psychic,ghost,Prism Armor,,,97,113,109,157,127,77,680,771.6,4.2
1183,800,Alola,Ultra Necrozma,psychic,dragon,Neuroforce,,,97,167,97,167,97,129,754,507.1,7.5
1184,801,Alola,Magearna,steel,fairy,Soul-Heart,,,80,95,115,130,115,65,600,177.5,1
1185,801,Alola,Magearna-Original,steel,fairy,Soul-Heart,,,80,95,115,130,115,65,600,177.5,1
1186,802,Alola,Marshadow,ghost,fighting,Technician,,,90,125,80,90,90,125,600,48.9,0.7
1187,803,Alola,Poipole,poison,,Beast Boost,,,67,73,67,73,67,73,420,4,0.6
1188,804,Alola,Naganadel,poison,dragon,Beast Boost,,,73,73,73,127,73,121,540,330.7,3.6
1189,805,Alola,Stakataka,steel,rock,Beast Boost,,,61,131,211,53,101,13,570,1807.8,5.5
1190,806,Alola,Blacephalon,ghost,fire,Beast Boost,,,53,127,53,151,79,107,570,28.7,1.8
1191,807,Alola,Zeraora,electric,,Volt Absorb,,,88,112,75,102,80,143,600,98.1,1.5
1192,808,Kanto,Meltan,steel,,Magnet Pull,,,46,65,65,55,35,34,300,17.6,0.2
1193,809,Kanto,Melmetal,steel,,Iron Fist,,,135,143,143,80,65,34,600,1763.7,2.5
1194,810,Galar,Grookey,grass,,Overgrow,,,50,65,50,40,40,65,310,11,0.3
1195,811,Galar,Thwackey,grass,,Overgrow,,,70,85,70,55,60,80,420,30.9,0.7
1196,812,Galar,Rillaboom,grass,,Overgrow,,,100,125,90,60,70,85,530,198.4,2.1
1197,813,Galar,Scorbunny,fire,,Blaze,,,50,71,40,40,40,69,310,9.9,0.3
1198,814,Galar,Raboot,fire,,Blaze,,,65,86,60,55,60,94,420,19.8,0.6
1199,815,Galar,Cinderace,fire,,Blaze,,,80,116,75,65,75,119,530,72.8,1.4
